mots	semgram	lemfreq	surfreq	répartition
auxiliaire		1		
avantager		1		
avant-garde		1		
avant-scène		1		
avantageux		1		
avare		1		
aveugle		1		
avenant		1		
averse		1		
aveu		1		
aveu		1		
aveugler		1		
bac	(bateau)	1		
bacchus		1		
bâclé		1		
bâcler		1		
bâche		1		
bachotage		1		
bacillaire		1		
bagarrer	(pronom.)	1		
baïonnette		1		
bahut	(meuble)	1		
balance		1		
balayette		1		
balbutier		1		
balistique		1		
balade	(promenade)	1		
balsamique		1		
ban		1		
banalisé		1		
banaliser		1		
banquette .		1		
baraquement		1		
baratiner		1		
barbant		1		
barbarie	(orgue)	1		
barboteuse		1		
baroud		1		
barrer		1		
barricade		1		
basilique		1		
bas-lieu		1		
basque		1		
bastion		1		
bataillon		1		
bath		1		
battage		1		
battant		1		
baver	( en ...	1		
bazarder		1		
bégayer		1		
belle	(l'échapper belle)	1		
bémol		1		
bénéficiaire		1		
bénévole		1		
bénin		1		
bénin	bénin	1	0	
bénin	bénigne	1	1	
berbère		1		
bercer		1		
bergerie		1		
berline		1		
berlingue		1		
besogne		1		
bestiole		1		
bêtement		1		
béton		1		
betterave		1		
biberonner		1		
bidon		1		
bidule		1		
bien-être		1		
bienveillant		1		
bifurquer		1		
bigarreau		1		
bigler		1		
bigot		1		
bilan		1		
bile	(se faire de la)	1		
bise		1		
biseau		1		
bizuth		1		
bistre		1		
bizness		1		
blaguer		1		
blâme		1		
blanchir		1		
blanquette		1		
blasé		1		
blédine		1		
bloc	(à bloc)	1		
blocus		1		
bohème	(vie de)	1		
bombé		1		
bon à rien		1		
bonnement		1		
bonnet		1		
bonneterie		1		
boogie		1		
bordant		1		
border		1		
borné		1		
borner	(pronom.)	1		
bosse		1		
botte		1		
boucan		1		
boucler		1		
bouddhique		1		
boudoir		1		
bouc		1		
bouffeur		1		
bouffeur	bouffeur	1	0	
bouffeur	bouffeuse	1	1	
bougainvillier		1		
bouille	(à lait)	1		
bouille		1		
bouilloire		1		
boulangerie		1		
bouleversé		1		
boulon		1		
bourgeoisie		1		
bourgeon		1		
bourgogne	(vin de)	1		
bourré		1		
boutade		1		
boutonnière		1		
boyau	(viscère)	1		
brancard		1		
brandebourgs		1		
branlant		1		
branlant	branlant	1	0	
branlant	branlante	1	1	
branle	(se mettre en)	1		
branler		1		
brassage		1		
brasser		1		
brassière		1		
brebis		1		
bredouiller		1		
bric à brac		1		
brigade		1		
brigadier		1		
brigand		1		
brimer		1		
brin		1		
brique	(nom.)	1		
briquet		1		
bristol		1		
britannique	(adj.)	1		
brochet		1		
brochure		1		
broncher		1		
broncho-pneumonie		1		
brouille		1		
brouillard		1		
broussaille		1		
broyer		1		
brûlant		1		
brume		1		
brunissage		1		
brusquer		1		
brutalement		1		
bruyamment		1		
bruyant		1		
buanderie		1		
buée		1		
bureaucrate		1		
butagaz		1		
butane		1		
byzantin		1		
byzantin	byzantin	1	0	
byzantin	byzantine	1	1	
cabotin		1		
cachalot(figuré)		1		
cache-poussière		1		
cachet	(air)	1		
cacophonie		1		
cadenas		1		
cadrer		1		
cafard	(spleen)	1		
cahoter		1		
caïd		1		
caille		1		
cajoler		1		
cake		1		
calaminer		1		
calcaire		1		
calembour		1		
calendrier		1		
calendrier		1		
calorifère		1		
calquer		1		
calter		1		
calvados	(alcool)	1		
cambrouse		1		
camelot		1		
camelote		1		
camionnette		1		
campement		1		
camphre		1		
cancan		1		
candélabre		1		
canner		1		
canotier	(rameur)	1		
cantate		1		
cape		1		
capillaire		1		
capitolade		1		
capitulation		1		
caporal		1		
caprice		1		
captation		1		
capter		1		
capturer		1		
carabine		1		
caractériser		1		
carafe		1		
caramel		1		
carboniser		1		
carnage		1		
carrée	(nom.)	1		
carrelage		1		
carriole		1		
carrossable		1		
carrure		1		
casaque		1		
cascade		1		
cascadeur		1		
casier		1		
cassable		1		
casse-noisette		1		
caste		1		
catacombe		1		
catalan	(langue)	1		
catalepsie		1		
cataracte	(yeux)	1		
catéchisme		1		
cauchemar		1		
caution		1		
cavale		1		
cavatine		1		
cavité		1		
cellulosique		1		
celtique		1		
centralisation		1		
centrer		1		
centuple		1		
céramique		1		
certifier		1		
cesse	(sans...)	1		
ceux-ci		1		
chahuteur		1		
chai		1		
chaland	(bateau)	1		
chaleureusement		1		
chaloupe		1		
chamaillerie		1		
chamarré		1		
chambouler		1		
chambre à air		1		
championnat		1		
chandail		1		
chandelier		1		
change		1		
changeant		1		
chantage		1		
chantonner		1		
chapelet		1		
charabia		1		
charbonnier		1		
charcuterie	(boutique)	1		
charmer		1		
charogne		1		
charpentier		1		
charrue		1		
chartreux		1		
chasse-roue		1		
chaste		1		
châtaigne	(couleur)	1		
chateau-arrière		1		
chatouiller		1		
chatouilleux		1		
chaudement		1		
chaume		1		
chaumière		1		
cheminot		1		
chêne		1		
chenille	(animal)	1		
cheptel		1		
chercheur		1		
cherry		1		
chevet		1		
chiader		1		
chèvre		1		
chiche		1		
chien	(de fusil)	1		
chiffrer	(se...par)	1		
chimérique		1		
chiner	(se moquer)	1		
chipoter		1		
chirurgie		1		
choir		1		
chorégraphe		1		
chouchouter		1		
choucroute		1		
choyer		1		
chrétienté		1		
chromé		1		
chronologie		1		
cible		1		
cicatriser	(pronom.)	1		
cidre		1		
cigare		1		
cil		1		
cime		1		
cimenter		1		
ciné		1		
circonférence		1		
circonflexe	(accent)	1		
cirrhose		1		
cisaille	(instrument	1		
citation		1		
citerne		1		
citoyen		1		
citron	(citroën)	1		
civet		1		
civilisé		1		
claire-voie		1		
clarinette		1		
clarté		1		
classard		1		
classifier		1		
claviculaire		1		
clavicule		1		
clérical		1		
clignement		1		
cligner		1		
clin d'oeil		1		
clochard		1		
clocher	(verbe.)	1		
clore		1		
clos	(nom.)	1		
clôture		1		
clouer	(pronom.)	1		
cobaye		1		
cocarde		1		
cocasse		1		
cocasserie		1		
cochonnerie		1		
cocotte	(cuisine)	1		
cocotte	(en papier)	1		
cocu		1		
coefficient		1		
coffre		1		
cognac		1		
cogner		1		
coi	(se tenir...)	1		
coincé		1		
coïncider		1		
colique		1		
colite		1		
collaboration		1		
colle		1		
collectionner		1		
colorant		1		
coloration		1		
coloré		1		
colossal		1		
colza		1		
coma		1		
combattre		1		
combine		1		
combiner		1		
comédie	(française)	1		
comice		1		
commanditer		1		
commando		1		
commisératif		1		
communauté		1		
communisme		1		
commutateur		1		
compétence		1		
complainte		1		
complexe	(adj.)	1		
complexité		1		
complicité		1		
complimenter		1		
comporter		1		
compote		1		
compréhension		1		
compromettre		1		
compromis		1		
compromission		1		
con		1		
concerto		1		
concession		1		
concessionnaire		1		
concilier		1		
concordant		1		
concurremment		1		
condamné		1		
condoléance		1		
confesser	(pronom.)	1		
confiant		1		
confidentiel		1		
configuration		1		
confiner		1		
confiserie		1		
conformation		1		
confortablement		1		
confusément		1		
confusion		1		
comique		1		
conjugal		1		
conquête		1		
conseiller	(nom.)	1		
conséquente	(importante	1		
conservation		1		
conservé		1		
consolation		1		
consoler		1		
consommé	(adj.)	1		
consonance		1		
constant		1		
consterné		1		
constructif		1		
consulat		1		
consultation		1		
consulter		1		
contemplation		1		
contempler		1		
contentement		1		
contexte		1		
continuation		1		
contracter		1		
contrairement		1		
contraste		1		
contrebalancer		1		
contrebandier		1		
contrebas		1		
contrecarrer		1		
contrecoup		1		
contredanse	(contravention	1		
contrefort		1		
contre-jour		1		
contrepoids		1		
convalescence		1		
convention		1		
convenance		1		
converser		1		
convertir		1		
convocation		1		
convoquer		1		
convulsion		1		
copeau		1		
coq		1		
coq à l'âne		1		
coquetterie		1		
coquillage		1		
coquillard		1		
coquille		1		
coquin		1		
cor	(de chasse)	1		
corbeau		1		
cordonnier		1		
corniche		1		
cornichon		1		
cocon		1		
correction		1		
correctionnelle		1		
correspondant		1		
corrigé	(nom.)	1		
corsaire		1		
coterie		1		
côtière		1		
cotisation		1		
cotiser	(pronom.)	1		
coulisses	(théâtre	1		
coupé		1		
courber		1		
courses	(emplettes	1		
courtois		1		
couscous		1		
coussin		1		
court	(adv.)	1		
coutume		1		
coutumière		1		
couver		1		
couveuse		1		
couvre-feu		1		
couvreur		1		
cow-boy		1		
crack		1		
cramponner	(pronom.)	1		
crapaud		1		
créateur		1		
credo		1		
crémière		1		
crémier		1		
crépu		1		
crépuscule		1		
crête	(de montagne)	1		
creuser		1		
creux	(nom.)	1		
crevaison		1		
crève	(argot:nom)	1		
cricri		1		
crincrin		1		
crispation		1		
critiquable		1		
croisé	(mots ..)	1		
croiser		1		
croisement		1		
croiseur		1		
croissance		1		
croquer		1		
croquettes		1		
croyant		1		
cruchon	(fig:bête)	1		
crûment		1		
cuber		1		
cuirassé	(nom.)	1		
cuisant		1		
cuisiner		1		
cuistot	(cuisinier)	1		
cycle		1		
cymbales		1		
dactylographier		1		
dada		1		
dagobert	(fauteuil)	1		
daigner		1		
dalle		1		
dancing		1		
darder		1		
date		1		
déambuler		1		
débandade		1		
débardeur		1		
débarrasser		1		
débat		1		
débit	(élocution)	1		
débitage		1		
déblaiement		1		
déboîter	(pronom.)	1		
débordante	(adj.)	1		
débordement		1		
débouché		1		
débrayage		1		
débris		1		
décadence		1		
décalaminer		1		
décalcification		1		
décapage		1		
décati	(fig.)	1		
déception		1		
décerner		1		
décès		1		
déchaîner		1		
déclamer		1		
déclic		1		
déconseiller		1		
décontracter		1		
découdre		1		
décréter		1		
dédier		1		
dédire	(pronom.)	1		
défilé	(militaire)	1		
défiler		1		
déformé		1		
défrichement		1		
dégagement		1		
dégouliner		1		
dégoût		1		
dégrader		1		
dégueulasse		1		
déguster		1		
déjanter	(pronom.)	1		
delahaye	(voiture)	1		
délecter	(pronom.)	1		
délicatesse		1		
délié		1		
délinquant		1		
delirium		1		
délivrer		1		
demandeur		1		
démarche		1		
démarrage		1		
démarreur		1		
déménagement		1		
démener	(pronom.)	1		
démettre		1		
démodé		1		
démographique		1		
démolition		1		
démonstrateur		1		
démonstratif		1		
démultiplier		1		
dénivellation		1		
dénommé		1		
dénommer		1		
dénoncer		1		
dénoter		1		
dense		1		
dépannage		1		
dépaysé		1		
dépêcher	(pronom.)	1		
déplorable		1		
dépositaire		1		
dépôt	(dans un liquide)	1		
dépourvu	(au)	1		
dépourvu		1		
dépréciatif		1		
dépression		1		
députés		1		
dérangement		1		
dérision		1		
désaccord		1		
désaffectation		1		
désarçonner		1		
désarmer		1		
désastreuse		1		
descendant	(adj.)	1		
déserter		1		
désespéré		1		
désespoir		1		
désherber		1		
déshumaniser		1		
désintéressé		1		
désirable		1		
désirée		1		
désolé		1		
désordonné		1		
désorienter		1		
désordre		1		
désormais		1		
destination		1		
détaché		1		
détacher	(se...de)	1		
détaillant		1		
détecter		1		
détester		1		
détone		1		
détraquer		1		
détresse		1		
détromper		1		
deuxièmement		1		
déveine		1		
dévergondé		1		
déversoir		1		
déviation		1		
deviner		1		
dévorer		1		
dévotion		1		
dévoué		1		
diagonale		1		
diagnostic		1		
diamètre		1		
dicter		1		
différentiel		1		
diffuseur		1		
digestif	(nom.)	1		
diluer		1		
diplomate	(adj.)	1		
direction	(mécan.)	1		
dirigeant		1		
discréditer		1		
disculper	(pronom.)	1		
disloquer		1		
dispenser	(donner)	1		
disponible		1		
disputer	(pronom.)	1		
distant		1		
distilleuse		1		
distinction		1		
distrait		1		
distrayant		1		
distribution		1		
diurétique		1		
divergence		1		
diversité		1		
divertissant		1		
divine		1		
divorcé		1		
divulguer		1		
dodu		1		
don		1		
dorsal		1		
doryphore		1		
dossier		1		
doublage		1		
doublure	(étoffe)	1		
doucher		1		
douteuse		1		
draperie		1		
dresseur	(music-hall	1		
droguer		1		
dû	(nom.)	1		
dureté		1		
ébéniste		1		
éberluer		1		
ébouriffant		1		
ébullition		1		
écart		1		
échanson		1		
échantillon		1		
échelon		1		
éclaircir		1		
éclats		1		
éclectique		1		
écoeurant		1		
économat		1		
écorchage		1		
écourter		1		
écoute		1		
écouteur	(auditeur	1		
écureuil		1		
édification		1		
édifier		1		
effectif	(nom.)	1		
effondrer		1		
efforcer		1		
effrontément		1		
égaler		1		
égaliser		1		
égarer	(pronom.)	1		
élancer	(pronom.)	1		
élargissement		1		
électrification		1		
électrocuter		1		
élévation		1		
élimination		1		
éliminer		1		
éloquence		1		
émaner		1		
emballeur		1		
embarras		1		
embarras	(santé)	1		
embauche		1		
embaumer		1		
embobiner		1		
emboîtage		1		
embonpoint		1		
embrouillamini		1		
embuer	(pronom.)	1		
émérite		1		
émetteur		1		
émigrant		1		
émigré		1		
éminemment		1		
emmancher	(pronom.)	1		
emmitoufler		1		
émoi		1		
émotionner		1		
émoustiller		1		
émouvant		1		
empêche	(n' - que)	1		
empereur		1		
emplette		1		
emplir		1		
empoisonnant	(fig.)	1		
empoisonnement		1		
empreinte	(adj.)	1		
empresser	(pronom.)	1		
emprise		1		
emprisonnement		1		
emprunt		1		
en tant que		1		
encadreur		1		
enclos	(nom.)	1		
encoche		1		
encombrant		1		
encombrement		1		
encontre	(à 	1		
encoubler	(?)(sic)	1		
encyclopédie		1		
endetter	(pronom.)	1		
endeuiller		1		
endives		1		
endocrinien		1		
endormi		1		
enduire		1		
enflammer		1		
enfoiré	(nom.)	1		
enfourcher		1		
enjôler		1		
enlumineur		1		
enquiquinant		1		
enquiquiner		1		
enrhumé		1		
enrôler		1		
enrouler		1		
enrubanné		1		
ensemencer		1		
entamer		1		
entasser		1		
entêter	(pronom.)	1		
entourloupette		1		
entêté		1		
entité		1		
entoiler		1		
entraider	(pronom.)	1		
entraînement		1		
entraîneur		1		
entrecouper		1		
entreposer		1		
entrevue		1		
énumérer		1		
envers	(prépos.)	1		
envol		1		
épanchement		1		
épanouir		1		
éparpiller		1		
épidémie		1		
épinard		1		
épine		1		
épinière		1		
épique		1		
épisode		1		
éploré		1		
épluchage		1		
épopée		1		
épreuve		1		
épuisement		1		
épuration		1		
équilibre		1		
équilibré		1		
équipage		1		
équipement		1		
équivaloir		1		
ère		1		
ermite		1		
errant		1		
erroné		1		
escadre		1		
escalope		1		
escargot		1		
escrimeur		1		
esgourder		1		
espacé		1		
espacé		1		
essoré		1		
espérance		1		
espéranto		1		
espiègle		1		
estomaquer		1		
estropier		1		
étagère		1		
étain		1		
étanche		1		
étendue	(nom.)	1		
éther		1		
étouffoir		1		
étrangement		1		
étrenne		1		
étripailler		1		
eucalyptus		1		
eunuque		1		
évacuer		1		
évanouir	(pronom.)	1		
éveil		1		
éventail		1		
évêque		1		
évidence		1		
évolué		1		
examinateur		1		
exaspération		1		
exaspérer		1		
excédé		1		
excéder		1		
excellence	(par)	1		
excepté		1		
exception		1		
excitation		1		
exciting		1		
exclamation		1		
exclusivité		1		
excusable		1		
exécuter		1		
exécution		1		
exempt		1		
exempter		1		
exhumer		1		
exigent		1		
exil		1		
existentialiste		1		
expatrier	(pronom.)	1		
exploitant		1		
explosion		1		
expropriation		1		
exquise		1		
extérieurement		1		
extra		1		
extravagant		1		
fa	(note)	1		
fable		1		
façade		1		
facette		1		
façonnier		1		
factice		1		
faculté	(aptitude)	1		
faïence		1		
falot		1		
falot		1	0	
falote		1	1	
familiariser	(pronom.)	1		
familiarité		1		
faon		1		
farce		1		
farceur		1		
fatras		1		
faubourien		1		
faucheuse		1		
fausser		1		
fauter		1		
faux-frais		1		
favoriser		1		
feignant		1		
feinte	(nom.)	1		
fendiller	(pronom.)	1		
fermenté		1		
fermeture		1		
ferreux		1		
feuille	(argot oreille)	1		
feuillet		1		
feuilleté		1		
fibre		1		
fidèlement		1		
fierté		1		
figue		1		
file		1		
filet	(de pêche)	1		
filou		1		
final		1		
finaud		1		
finesse		1		
finlandais		1		
fissure		1		
flagrant		1		
flamande	(adj.)	1		
flan	(du)	1		
flanc		1		
flaque		1		
flash	(es) (flacon	1		
flegmatique		1		
flemmard		1		
flemme		1		
fleur de lis		1		
fleuriste		1		
flirter		1		
florin		1		
florissante		1		
flot	(à) (en abondance	1		
flotte	(eau)	1		
flou		1		
fluet		1		
flûte		1		
flûtiste		1		
fluvial		1		
fofolle		1		
foireux		1		
folklore		1		
follement		1		
foncière		1		
fondateur		1		
footing		1		
forestière		1		
formaliser	(pronom.)	1		
formel		1		
formuler		1		
forteresse		1		
fortiche	(argot)	1		
fortuné		1		
fouillis		1		
fourbi		1		
fourchette		1		
fourmilière		1		
fournil		1		
fournisseur		1		
fourniture		1		
fourrer		1		
fourrure		1		
foyer	(optique)	1		
fragilité		1		
fraise		1		
franc	(adj.) (loyal)	1		
franchir		1		
franchise		1		
franger		1		
frayeur		1		
frêne		1		
fréquentation		1		
fricoter		1		
frileux		1		
friper		1		
frire		1		
friture	(poisson)	1		
froidement		1		
frôler		1		
fromager		1		
fructueux		1		
faite		1		
funiculaire		1		
fureter		1		
fusion		1		
futé		1		
futur	(adj.)	1		
fuyante		1		
gâchette		1		
gaillard		1		
gaine		1		
galant	(adj.)	1		
galanterie		1		
galère		1		
galet		1		
galipettes		1		
gallois		1		
galopade		1		
galvaniser		1		
gambade		1		
gambiller		1		
gamme		1		
gangrène		1		
garde-boue		1		
garde-malade		1		
garde-manger		1		
garnement		1		
gasoil		1		
gaspiller		1		
gazon		1		
gazouiller	(argot)	1		
gel		1		
gémir		1		
généalogie		1		
généalogique		1		
généreusement		1		
générique	(nom.)	1		
genevoise		1		
génial		1		
gent		1		
gentilhomme		1		
géologue		1		
géomètre		1		
géométrie		1		
gérant		1		
gérer		1		
gifler		1		
gigantesque		1		
girafe		1		
girond	(adj.)	1		
gitan		1		
gitan	gitan	1	0	
gitan	gitane	1	1	
glacé	(papier glacé	1		
glacier	(établissement	1		
glacière		1		
glacial		1		
glaiseuse	(nom.)	1		
gland		1		
glissière		1		
gobe-mouches		1		
godasse	(s)	1		
goguette		1		
goinfrerie		1		
golf		1		
golfe		1		
gond		1		
gondole		1		
gondoler	(pronom.)	1		
gonfler		1		
gorgée		1		
gouache		1		
gourde	(adj.)	1		
gourer	(pronom.)	1		
gourmandise		1		
goûter		1		
gouvernante		1		
gouvernemental		1		
gouvernemental		1	0	
gouvernementaux		1	1	
gouverner		1		
grabat		1		
gracieusement		1		
grand	(adv.)	1		
grand-tante		1		
graphologue		1		
granit		1		
grappe		1		
gratiné		1		
gratiné		1		
gratis		1		
gravement		1		
graver	(pronom.)	1		
gravité		1		
graviter		1		
gravure		1		
grelon		1		
grenaille		1		
grès		1		
grever		1		
griffer		1		
grillage		1		
grimace		1		
grimpette		1		
gripper		1		
grisonnant		1		
grisonnant	grisonnant	1	0	
grisonnant	grisonnante	1	1	
grivois		1		
grivois	grivois	1	0	
grivois	grivoise	1	1	
grog		1		
grec		1		
grossesse		1		
grosseur		1		
grossiste		1		
groupement		1		
guérilla		1		
guibole		1		
guidon		1		
guillotine		1		
guillotiner		1		
guirlande		1		
guise	(en - de)	1		
guitare		1		
guyanais		1		
gynécologue		1		
habileté		1		
habituellement		1		
haillons		1		
haine		1		
haleine		1		
hallucination		1		
hanche		1		
hand-ball		1		
harceler		1		
hargneux		1		
harmonica		1		
harmonieux		1		
harmonium		1		
harponner		1		
hâte		1		
hâter	(pronom.)	1		
hébergement		1		
héberger		1		
hélice		1		
hélicoïde		1		
hémorragie		1		
herbage		1		
herboriste		1		
héritage		1		
hériter		1		
hernie		1		
héroïsme		1		
héron		1		
heurt		1		
hévéas		1		
hilarité		1		
hindou		1		
hippodrome		1		
hollandais		1		
homard		1		
homélie		1		
hommage		1		
homogène		1		
honorable		1		
honorablement		1		
horion		1		
horlogerie		1		
horriblement		1		
hortensia		1		
hortensia		1		
hospice		1		
hostilité		1		
houle		1		
hourra		1		
huître		1		
humblement		1		
humilier		1		
humoriste		1		
hurlement		1		
hygiénique		1		
hypothéquer		1		
hypothèse		1		
identifier		1		
idiotie		1		
idylle		1		
idyllique		1		
ignifuger		1		
ignoble		1		
ignorance		1		
illégal		1		
illicite		1		
illustré	(nom	1		
illustré	(adj.)	1		
illustrer		1		
imagination		1		
imbiber		1		
immensément		1		
immoral		1		
immortaliser		1		
impalpable		1		
imparfait		1		
impatience		1		
imprimer		1		
impromptu		1		
impropre		1		
improvisation		1		
inadapté		1		
inadmissible		1		
inaperçu		1		
inattendu		1		
incalculable		1		
incapacité		1		
incendier		1		
incidemment		1		
inciser		1		
inciter		1		
inclinaison		1		
inclure		1		
incognito		1		
incohérent		1		
incompétent		1		
incompréhensible		1		
incontestable		1		
incorporer	(pronom.)	1		
incorrection		1		
inculquer		1		
indépendamment		1		
indépendance		1		
indéterminé		1		
indifférent		1		
indigence		1		
indigestion		1		
indirect		1		
indiscipline		1		
indiscipliné		1		
indiscutablement		1		
indisposer		1		
indochinois		1		
inédite		1		
inégaux		1		
inévitable		1		
inextinguible		1		
infectieuse		1		
infection		1		
infini		1		
inflammation		1		
inflexions		1		
influent		1		
informe		1		
ingester		1		
ininterrompue		1		
initiale		1		
initier		1		
injustice		1		
innocent		1		
inoffensive		1		
innommable		1		
inquiétant		1		
inséparable		1		
insoutenable		1		
inspiration		1		
instable		1		
instance		1		
instantanément		1		
instinct		1		
instinctif		1		
instrumental		1		
insuffisance		1		
insulaire	(adj.)	1		
intarissable		1		
intégralement		1		
intégrer		1		
intellectuellement		1		
intense		1		
intéressé		1		
interférences		1		
intérieurement		1		
interlocuteur		1		
interprétation		1		
interrogative		1		
interrogation		1		
interruption		1		
intersection		1		
interviewer		1		
intestinal		1		
intimité		1		
intituler		1		
intrados		1		
intriquer		1		
intuition		1		
inutilisable		1		
invective		1		
involontairement		1		
iode		1		
ironiser		1		
irrégulier		1		
irresponsabilité		1		
irresponsable		1		
irriguer		1		
irriter		1		
isoler		1		
issu	(part. passé)	1		
itinéraire		1		
jaquet	(jeu)	1		
jalousie		1		
jardinage		1		
jargon		1		
jasmin		1		
jaspage		1		
jauge		1		
jaunisse		1		
jésuite		1		
jeep	(automobile)	1		
jersey		1		
jet		1		
jetés		1		
jeûne		1		
jeunet		1		
jockey		1		
joindre		1		
joliment		1		
joncher		1		
jouissance		1		
joujou		1		
journalier	(adj.)	1		
journellement		1		
joyeux		1		
judo		1		
junior		1		
jury		1		
jusqu'à temps que		1		
justiciable		1		
kayak		1		
kidnapper		1		
kifkif	(pareil)	1		
kilométrique		1		
kilt		1		
kyrielle		1		
labyrinthe		1		
lad		1		
laideur		1		
laiterie		1		
lamenter	(pronom.)	1		
lampadaire		1		
lance		1		
lancier		1		
langouste		1		
laps de temps		1		
lapsus		1		
laqué		1		
larder		1		
larron		1		
lassé		1		
lassitude		1		
lécher		1		
légèreté		1		
lent		1		
leucémie		1		
lever	(nom.)	1		
liasse		1		
libéral		1		
licencier	(renvoyer)	1		
liège		1		
liguer		1		
limonadier		1		
lin		1		
lingère		1		
lino		1		
liquette		1		
lisible		1		
littéralement		1		
littoral		1		
livret		1		
localiser		1		
locomotion		1		
longuement		1		
lopin		1		
loque		1		
lorgnon		1		
louche	(nom.)	1		
louis xiii	(style)	1		
lucrative		1		
lumbago		1		
lunch		1		
lustres	(suspension	1		
lutin		1		
lutte		1		
luzerne		1		
lymphatique		1		
macaron		1		
macaroni		1		
macérer		1		
magie		1		
magistrature		1		
magnat		1		
magnifiquement		1		
majesté		1		
majeur	(doigt)	1		
majeure	(adj.)	1		
majuscule		1		
malaxeur		1		
malchance		1		
mallette		1		
mandat		1		
manganèse		1		
mangeuse		1		
manifeste	(nom.)	1		
manifestement		1		
manioc		1		
manipulation		1		
manitou		1		
manoeuvre	(masc.)	1		
manuellement		1		
manufacture		1		
manuscrit		1		
maousse	(argot)	1		
maquette		1		
maquignon		1		
maquiller		1		
maquis		1		
maquisard		1		
marbre		1		
marc		1		
marchander		1		
marchepied		1		
mark		1		
maréchal des logis		1		
mariolle		1		
marionnette		1		
marmaille		1		
marmite		1		
mariner		1		
marotte		1		
marquant		1		
martyriser		1		
masque		1		
massage		1		
matérialiser		1		
matérialisme		1		
matériellement		1		
mathématique	(adj.)	1		
matheux		1		
matinal		1		
matrimonial		1		
maxillaire		1		
maxime		1		
mec		1		
méconnaissable		1		
mécontent		1		
médicament		1		
médicochirurgical		1		
méditer		1		
médium	(chant)	1		
méfiance		1		
mégot		1		
mélancolique		1		
mélodique		1		
mélodrame		1		
mendiant		1		
mendier		1		
menthe		1		
menuisier		1		
méritante		1		
mésallier	(pronom.)	1		
messagerie		1		
métalo		1		
métayer		1		
métropole		1		
meurtre		1		
mexicain		1		
miauler		1		
mic-mac		1		
mie		1		
miel		1		
miette		1		
militantisme		1		
millionnaire		1		
mimique		1		
mine	(faire mine de	1		
minorité		1		
minot	(gamin)	1		
minuter		1		
miraculeuse		1		
miroir		1		
miroiter		1		
mistral		1		
filtrai		1		
mitrailleuse		1		
mixture		1		
mobilisateur		1		
mobilisation		1		
modéré		1		
modérer		1		
moderniser		1		
modestement		1		
modification		1		
moelle		1		
moissonner		1		
moissonneur		1		
molester		1		
momentané		1		
momentanément		1		
monastère		1		
monceau		1		
monophasé		1		
monopoliser		1		
monotonie		1		
montage		1		
moquette		1		
moqueur		1		
moraine		1		
moralement		1		
moralité		1		
merdeuse	(nom.)	1		
morphologique		1		
mors		1		
mortaise		1		
mortel	(adj.)	1		
mortier		1		
morveux		1		
motrice	(nom.)	1		
motte		1		
mou	(nom:poumons)	1		
mouchard		1		
mouchoir		1		
moudre		1		
mousse	(fém.)	1		
moustique		1		
mouvementé		1		
moyeux		1		
mue		1		
multiplier		1		
music-hall		1		
musulman		1		
myope		1		
mystico -	(inachevé	1		
naguère		1		
natif		1		
nation		1		
nationaliser		1		
nationalité		1		
nattier	(bleu -)	1		
naturaliser		1		
naval		1		
néant	(sic	1		
néfaste		1		
négligeable		1		
négligence		1		
négliger		1		
nénuphar		1		
néon		1		
nervosité		1		
nescafé		1		
neurasthénique		1		
neuvième		1		
nid		1		
nigaud		1		
nipper		1		
noisette		1		
nonchalant		1		
nonchalance		1		
nord-africain		1		
norvégien		1		
nostalgie		1		
notable		1		
notice		1		
nouveau-né		1		
nouvellement		1		
noviciat		1		
numération		1		
numéroter		1		
nymphe		1		
obéissance		1		
oblique		1		
obscur		1		
obscurité		1		
observation		1		
obstiner	(pronom.)	1		
obstruction		1		
obtempérer		1		
obturation		1		
octroyer		1		
oesophage		1		
offensive		1		
officialiser		1		
officiel		1		
ombragé		1		
omettre		1		
onzième		1		
opérateur		1		
opérette		1		
opticien		1		
orage		1		
orchestral		1		
ordonné		1		
orienter		1		
originalité		1		
ornemental		1		
orthographier		1		
ossature		1		
otage		1		
ôter		1		
ouate		1		
ouïe		1		
ouragan		1		
outilleur		1		
outrance		1		
outrancier		1		
outre-mer		1		
outré		1		
outrecuidance		1		
ouvrager		1		
ovation		1		
pacte		1		
pagaille		1		
païen		1		
paillote		1		
pair		1		
paître		1		
palais		1		
palefrenier		1		
paletot		1		
pallier	(verbe.)	1		
palmarès		1		
palpitation		1		
pâmoison		1		
panique		1		
pansement		1		
pantin		1		
pantouflard		1		
paon		1		
papoter		1		
papy		1		
parachuter		1		
parachutiste		1		
paradoxal		1		
paradoxe		1		
parallèlement		1		
paralyser		1		
parapet		1		
parasite		1		
parcelle		1		
pardonner		1		
pardon		1		
parc-choc		1		
paresser		1		
paresseux		1		
parfaire		1		
parfum		1		
parfumer		1		
pari		1		
parier		1		
parlante		1		
parlant		1	0	
partant		1		
participation		1		
particule		1		
parure		1		
passable		1		
passablement		1		
passive		1		
passif		1	0	
passionnant		1		
passionné		1		
potache		1		
paternel		1		
patienter		1		
patrouille		1		
pause		1		
pauvreté		1		
paver		1		
payant		1		
pécuniaire		1		
pédagogique		1		
péjoratif		1		
pelleteuse		1		
pelure		1		
penaud		1		
pendable		1		
pénitencier		1		
pension de famille		1		
pensum		1		
pentecôte		1		
pépée		1		
perception		1		
perforer		1		
périphérie		1		
péritaine		1		
